1,10,1
1,18,1
1,34,1
1,88,1
1,95,1
2,11,1
2,43,1
2,46,1
2,69,1
2,97,1
3,2,1
3,58,1
3,68,1
3,74,1
3,86,1
4,2,1
4,15,1
4,35,1
4,74,1
4,93,1
5,15,1
5,45,1
5,53,1
5,81,1
6,18,1
6,22,1
6,29,1
6,88,1
6,93,1
7,3,1
7,6,1
7,31,1
7,51,1
8,4,1
8,23,1
8,41,1
8,54,1
8,65,1
9,19,1
9,30,1
9,47,1
9,76,1
9,92,1
10,10,1
10,18,1
10,22,1
10,26,1
10,40,1
11,24,1
11,52,1
11,79,1
11,82,1
11,100,1
12,21,1
12,32,1
12,71,1
12,72,1
12,77,1
13,9,1
13,25,1
13,56,1
13,80,1
14,18,1
14,34,1
14,74,1
14,90,1
14,93,1
15,6,1
15,17,1
15,41,1
15,51,1
15,65,1
16,8,1
16,30,1
16,41,1
16,47,1
16,51,1
17,3,1
17,14,1
17,31,1
17,39,1
18,32,1
18,34,1
18,35,1
18,74,1
18,86,1
19,11,1
19,46,1
19,59,1
19,78,1
20,23,1
20,54,1
20,62,1
20,72,1
20,91,1
21,12,1
21,18,1
21,26,1
21,29,1
21,90,1
22,1,1
22,19,1
22,37,1
22,75,1
23,24,1
23,50,1
23,76,1
23,79,1
23,87,1
24,13,1
24,61,1
24,63,1
24,91,1
25,20,1
25,83,1
25,85,1
25,89,1
26,64,1
26,66,1
26,83,1
26,89,1
27,54,1
27,63,1
27,65,1
27,67,1
27,91,1
28,2,1
28,35,1
28,38,1
28,48,1
28,86,1
29,14,1
29,39,1
29,57,1
29,70,1
29,96,1
30,8,1
30,17,1
30,23,1
30,41,1
30,94,1
31,21,1
31,48,1
31,60,1
31,64,1
31,71,1
32,3,1
32,30,1
32,39,1
32,51,1
32,57,1
33,20,1
33,38,1
33,68,1
33,85,1
33,86,1
34,1,1
34,19,1
34,30,1
34,57,1
34,96,1
35,14,1
35,36,1
35,70,1
36,4,1
36,41,1
36,42,1
36,47,1
36,94,1
37,28,1
37,32,1
37,35,1
37,48,1
37,71,1
38,12,1
38,29,1
38,53,1
38,59,1
39,6,1
39,17,1
39,31,1
39,61,1
40,19,1
40,75,1
40,76,1
40,79,1
40,100,1
41,9,1
41,33,1
41,56,1
41,58,1
41,68,1
42,28,1
42,32,1
42,34,1
42,77,1
42,95,1
43,11,1
43,26,1
43,40,1
43,43,1
43,78,1
44,33,1
44,45,1
44,58,1
44,81,1
45,13,1
45,63,1
45,67,1
45,84,1
46,1,1
46,36,1
46,57,1
46,70,1
47,4,1
47,23,1
47,72,1
47,77,1
47,94,1
48,8,1
48,30,1
48,39,1
48,92,1
48,96,1
49,28,1
49,42,1
49,50,1
49,88,1
49,95,1
50,5,1
50,16,1
50,43,1
50,97,1
51,25,1
51,38,1
51,83,1
51,85,1
52,4,1
52,54,1
52,60,1
52,71,1
52,72,1
53,42,1
53,47,1
53,50,1
53,73,1
53,76,1
54,27,1
54,44,1
54,98,1
54,99,1
55,6,1
55,61,1
55,63,1
55,65,1
56,27,1
56,84,1
56,98,1
57,54,1
57,55,1
57,60,1
57,62,1
57,67,1
58,15,1
58,58,1
58,74,1
58,81,1
58,90,1
59,55,1
59,66,1
59,98,1
59,99,1
60,7,1
60,21,1
60,60,1
60,62,1
60,72,1
61,19,1
61,37,1
61,92,1
61,96,1
61,100,1
62,16,1
62,49,1
62,52,1
62,82,1
63,8,1
63,17,1
63,31,1
63,39,1
63,51,1
64,15,1
64,29,1
64,53,1
64,90,1
64,93,1
65,9,1
65,33,1
65,80,1
66,44,1
66,55,1
66,67,1
66,84,1
66,98,1
67,8,1
67,47,1
67,73,1
67,92,1
67,94,1
68,28,1
68,34,1
68,35,1
68,88,1
68,93,1
69,2,1
69,15,1
69,45,1
69,56,1
69,58,1
70,42,1
70,73,1
70,77,1
70,94,1
70,95,1
71,2,1
71,25,1
71,38,1
71,56,1
71,68,1
72,5,1
72,43,1
72,46,1
72,78,1
73,20,1
73,38,1
73,48,1
73,64,1
73,83,1
74,33,1
74,45,1
74,56,1
74,80,1
75,5,1
75,46,1
75,97,1
76,24,1
76,73,1
76,76,1
76,92,1
76,100,1
77,10,1
77,24,1
77,50,1
77,73,1
77,95,1
78,13,1
78,27,1
78,44,1
78,84,1
79,7,1
79,44,1
79,55,1
79,62,1
79,99,1
80,12,1
80,26,1
80,59,1
80,78,1
81,9,1
81,25,1
81,68,1
81,85,1
82,11,1
82,22,1
82,40,1
82,69,1
82,87,1
83,12,1
83,53,1
83,81,1
83,90,1
84,11,1
84,22,1
84,26,1
84,29,1
84,59,1
85,10,1
85,22,1
85,50,1
85,87,1
85,88,1
86,10,1
86,24,1
86,40,1
86,52,1
86,87,1
87,16,1
87,49,1
87,69,1
87,97,1
88,13,1
88,44,1
88,62,1
88,67,1
88,91,1
89,7,1
89,66,1
89,89,1
89,99,1
90,49,1
90,75,1
90,79,1
90,82,1
91,20,1
91,21,1
91,32,1
91,48,1
91,86,1
92,7,1
92,20,1
92,21,1
92,64,1
92,89,1
93,49,1
93,52,1
93,69,1
93,79,1
93,87,1
94,3,1
94,14,1
94,36,1
94,57,1
95,1,1
95,37,1
95,70,1
95,96,1
96,4,1
96,28,1
96,42,1
96,71,1
96,77,1
97,16,1
97,40,1
97,43,1
97,52,1
97,69,1
98,37,1
98,75,1
98,82,1
98,100,1
99,7,1
99,55,1
99,60,1
99,64,1
99,66,1
100,17,1
100,23,1
100,61,1
100,65,1
100,91,1
