0,0,0.080047
0,1,1.22763e-11
0,2,4.00701e-06
0,3,7.48402e-08
0,4,1.07657e-08
0,5,1.30733e-07
0,6,2.84364e-10
0,7,2.08482e-05
0,9,3.14991e-08
0,10,3.70142e-09
0,11,4.26058e-11
0,12,5.16439e-10
0,13,2.07655e-05
0,14,1.29018e-11
0,15,3.85872e-07
0,16,5.14125e-07
0,17,1.24374e-09
0,18,0.000121715
0,19,2.60892e-11
0,20,5.65216e-10
0,21,5.57386e-09
0,22,3.56305e-07
0,23,7.42291e-07
0,25,9.35767e-10
0,27,5.69883e-09
0,28,2.37981e-10
0,29,0.000202947
0,30,7.157e-07
0,31,9.6882e-10
0,33,1.25801e-09
0,34,2.43041e-10
0,35,0.000205464
0,36,0.00248599
0,38,2.13868e-05
0,39,2.34079e-08
0,40,2.42373e-06
0,41,1.38479e-07
0,42,1.07576e-08
0,43,2.83125e-10
0,45,1.69093e-09
0,46,3.5307e-06
0,47,1.61359e-10
0,48,2.55023e-06
0,49,1.62472e-07
0,50,3.52539e-06
0,51,4.99631e-07
0,52,1.11946e-11
0,53,6.02734e-08
0,54,1.57621e-09
0,56,0.000121768
0,58,1.45864e-10
0,59,1.81854e-09
0,60,2.2691e-08
0,61,1.00718e-08
0,62,3.5996e-09
0,63,7.53057e-11
0,64,7.44978e-08
0,65,4.28353e-11
0,66,1.80877e-09
0,68,7.08434e-08
0,69,0.00248666
0,70,3.8702e-09
0,71,1.1475e-08
0,72,7.51004e-07
0,73,5.79839e-11
0,74,0.00020619
0,75,4.13331e-06
0,76,2.41705e-08
0,77,5.17083e-10
0,78,3.48275e-06
0,81,2.1337e-05
0,83,6.64728e-11
0,85,4.56289e-11
0,86,1.35414e-07
0,87,6.42452e-09
0,89,5.72667e-11
0,90,1.14119e-08
0,91,2.14011e-05
0,92,2.72849e-10
0,93,5.15635e-07
0,94,3.18262e-08
0,95,0.00246099
0,96,6.52832e-08
0,97,4.27618e-11
0,98,2.29126e-10
0,99,2.12672e-05
1,0,1.1602e-11
1,1,0.0800542
1,2,1.16917e-11
1,3,1.42751e-07
1,4,5.16829e-10
1,5,1.60291e-10
1,6,5.21968e-07
1,7,1.31327e-09
1,8,2.12844e-05
